"orderNumber","occurrenceID","family","scientificName","identificationQualifier","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","eventDate","year","basisOfRecord","lifeStage","organismQuantity","organismQuantityType","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","locality","municipality","stateProvince","island","islandGroup","country","countryCode","recordedBy","identifiedBy","identificationRemarks","occurrenceRemarks","kingdom","taxonID","language","license","rightsHolder","datasetID","institutionCode","datasetName","taxonRank","nomenclaturalCode"
115,"WL:SNAIL:GC:OCC:00114","Geomitridae","Monilearia spec.",,"Monilearia",,,,2018-09-15,2018,"HumanObservation",,,,28.096479,-15.705672,25,"Agaete hill (SW of Agaete)","Agaete","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","shell somewhat smaller and more diamond shaped than M. cf. praeposita, very variable in shell height; possibly the species referred to by Mousson (1872) and Wollaston (1878) as M. persimilis and by Odhner (1931) as M. phalerata, but could also belong to M. praeposita (Mousson, 1872) (Theo ripken, personal comment)","empty shell","Animalia","checklist_snails_grancanaria:taxon:2e0980092d64f0feed6da6ab769d248c","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","genus","ICZN"
116,"WL:SNAIL:GC:OCC:00115","Streptaxidae","Gibbulinella aff. dealbata","aff.","Gibbulinella","aff. dealbata",,,2018-09-15,2018,"HumanObservation",,,,28.096479,-15.705672,25,"Agaete hill (SW of Agaete)","Agaete","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","shell wider and more solid than G. aff. dewinteri","empty shell","Animalia","checklist_snails_grancanaria:taxon:604812a2ea53f7aac98aadb1e1642768","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
117,"WL:SNAIL:GC:OCC:00116","Pomatiidae","Pomatias aff. laevigatus","aff.","Pomatias","aff. laevigatus",,,2018-09-15,2018,"HumanObservation",,,,28.096479,-15.705672,25,"Agaete hill (SW of Agaete)","Agaete","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","smooth surface, same species as on Tenerife?","empty shell","Animalia","checklist_snails_grancanaria:taxon:057d6bfc0b99eec6f60f71375c7f1500","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
118,"WL:SNAIL:GC:OCC:00117","Helicidae","Hemicycla glasiana",,"Hemicycla","glasiana",,"(Shuttleworth, 1852)",2018-09-15,2018,"HumanObservation",,,,28.096479,-15.705672,25,"Agaete hill (SW of Agaete)","Agaete","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","Animalia","checklist_snails_grancanaria:taxon:67ee0a8700bdfa2b78c8dcb7ecc82931","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
119,"WL:SNAIL:GC:OCC:00118","Helicidae","Hemicycla psathyra temperata",,"Hemicycla","psathyra","temperata","(Mousson, 1872)",2018-09-15,2018,"HumanObservation",,,,28.096479,-15.705672,25,"Agaete hill (SW of Agaete)","Agaete","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","large flattened shells","empty shell","Animalia","checklist_snails_grancanaria:taxon:e6b7d6880d0f6ef49bfd4a8853477a64","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","subspecies","ICZN"
120,"WL:SNAIL:GC:OCC:00119","Enidae","Napaeus spec.",,"Napaeus",,,,2018-09-15,2018,"HumanObservation",,,,28.096479,-15.705672,25,"Agaete hill (SW of Agaete)","Agaete","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","shell very much like N. arinagaensis (slenderness, convexity, size), but with white blotches","empty shell","Animalia","checklist_snails_grancanaria:taxon:eb704af20d4b333ae2cb0b7b03b52782","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","genus","ICZN"
121,"WL:SNAIL:GC:OCC:00120","Enidae","Napaeus interpunctatus",,"Napaeus","interpunctatus",,"(Wollaston, 1878)",2018-09-16,2018,"HumanObservation","adult",7,"exact count",28.13419,-15.666162,25,"Northeast of San Isidro de Gáldar","Gáldar","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","Animalia","checklist_snails_grancanaria:taxon:a6816e378cccbdc8ea24ab0d9530f9bf","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
122,"WL:SNAIL:GC:OCC:00121","Streptaxidae","Gibbulinella aff. dealbata","aff.","Gibbulinella","aff. dealbata",,,2018-09-16,2018,"HumanObservation","adult",5,"exact count",28.13419,-15.666162,25,"Northeast of San Isidro de Gáldar","Gáldar","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","shell wider and more solid than G. aff. dewinteri","empty shell","Animalia","checklist_snails_grancanaria:taxon:604812a2ea53f7aac98aadb1e1642768","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
123,"WL:SNAIL:GC:OCC:00122","Helicidae","Hemicycla psathyra temperata",,"Hemicycla","psathyra","temperata","(Mousson, 1872)",2018-09-16,2018,"HumanObservation","adult",4,"exact count",28.13419,-15.666162,25,"Northeast of San Isidro de Gáldar","Gáldar","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","large flattened shells","empty shell","Animalia","checklist_snails_grancanaria:taxon:e6b7d6880d0f6ef49bfd4a8853477a64","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","subspecies","ICZN"
124,"WL:SNAIL:GC:OCC:00123","Vitrinidae","Insulivitrina parryi",,"Insulivitrina","parryi",,"(Gude, 1896)",2018-09-16,2018,"HumanObservation","adult",1,"exact count",28.13419,-15.666162,25,"Northeast of San Isidro de Gáldar","Gáldar","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","Animalia","checklist_snails_grancanaria:taxon:9851606f90f7348c5e3b9a6a529d64fb","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
125,"WL:SNAIL:GC:OCC:00124","Helicidae","Hemicycla glasiana",,"Hemicycla","glasiana",,"(Shuttleworth, 1852)",2018-09-17,2018,"HumanObservation",,,"estimate count",27.870492,-15.390281,25,"Montaña de Arinaga eastern slope","Agüimes","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"(sub)fossil","Animalia","checklist_snails_grancanaria:taxon:67ee0a8700bdfa2b78c8dcb7ecc82931","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
126,"WL:SNAIL:GC:OCC:00125","Helicidae","Hemicycla ethelema",,"Hemicycla","ethelema",,"(J. Mabille, 1882)",2018-09-17,2018,"HumanObservation","adult",12,"exact count",27.870492,-15.390281,25,"Montaña de Arinaga eastern slope","Agüimes","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"(sub)fossil","Animalia","checklist_snails_grancanaria:taxon:9ae636c7bbb4db40afeb14c28e4f0628","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
127,"WL:SNAIL:GC:OCC:00126","Helicidae","Theba arinagae",,"Theba","arinagae",,"E. Gittenberger & Ripken, 1987",2018-09-17,2018,"HumanObservation",,,"estimate count",27.870492,-15.390281,25,"Montaña de Arinaga eastern slope","Agüimes","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"(sub)fossil","Animalia","checklist_snails_grancanaria:taxon:785256b503bd45c851e47a57a4a520ec","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
128,"WL:SNAIL:GC:OCC:00127","Helicidae","Hemicycla saponacea",,"Hemicycla","saponacea",,"(R.T. Lowe, 1861)",2018-09-17,2018,"HumanObservation","adult",2,"exact count",27.870492,-15.390281,25,"Montaña de Arinaga eastern slope","Agüimes","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"(sub)fossil","Animalia","checklist_snails_grancanaria:taxon:a026249ca3606690998637bf7c578f06","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
129,"WL:SNAIL:GC:OCC:00128","Trissexodontidae","Caracollina lenticula",,"Caracollina","lenticula",,"(Michaud, 1831)",2018-09-17,2018,"HumanObservation","adult",2,"exact count",27.870492,-15.390281,25,"Montaña de Arinaga eastern slope","Agüimes","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"(sub)fossil","Animalia","checklist_snails_grancanaria:taxon:fdc20a7b515d2326fac0b766ba4cc5b8","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
130,"WL:SNAIL:GC:OCC:00129","Pomatiidae","Pomatias adjunctus",,"Pomatias","adjunctus",,"(Mousson, 1872)",2018-09-17,2018,"HumanObservation","adult",4,"exact count",27.870492,-15.390281,25,"Montaña de Arinaga eastern slope","Agüimes","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"(sub)fossil","Animalia","checklist_snails_grancanaria:taxon:5f9454cef8f3dba48433d497d3f14cee","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
131,"WL:SNAIL:GC:OCC:00130","Enidae","Napaeus cf. venegueraensis","cf.","Napaeus","cf. venegueraensis",,,2018-09-17,2018,"HumanObservation","adult",3,"exact count",27.870492,-15.390281,25,"Montaña de Arinaga eastern slope","Agüimes","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","smaller and with a more pointed top, subadult of N. venegueraensis?","(sub)fossil","Animalia","checklist_snails_grancanaria:taxon:487757b8a087dbf5a63c59a1d76e005c","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
132,"WL:SNAIL:GC:OCC:00131","Geomitridae","Monilearia cf. praeposita","cf.","Monilearia","cf. praeposita",,,2018-09-17,2018,"HumanObservation","adult",17,"exact count",27.870492,-15.390281,25,"Montaña de Arinaga eastern slope","Agüimes","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","convex shells, like the ones I found in Barranco de Guayadeque, but smaller","(sub)fossil","Animalia","checklist_snails_grancanaria:taxon:aadc6343edeac38c6ee3bb9019d51afe","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
133,"WL:SNAIL:GC:OCC:00132","Geomitridae","Monilearia cf. praeposita","cf.","Monilearia","cf. praeposita",,,2018-09-17,2018,"HumanObservation","juvenile",2,"exact count",27.870492,-15.390281,25,"Montaña de Arinaga eastern slope","Agüimes","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","convex shells, like the ones I found in Barranco de Guayadeque, but smaller","(sub)fossil","Animalia","checklist_snails_grancanaria:taxon:aadc6343edeac38c6ee3bb9019d51afe","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
134,"WL:SNAIL:GC:OCC:00133","Geomitridae","Obelus pumilio",,"Obelus","pumilio",,"(Dillwyn, 1817)",2018-09-17,2018,"HumanObservation",,,"estimate count",27.870492,-15.390281,25,"Montaña de Arinaga eastern slope","Agüimes","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"(sub)fossil","Animalia","checklist_snails_grancanaria:taxon:261aa5233686ca7b24a373f6fc69bfdb","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
135,"WL:SNAIL:GC:OCC:00134","Geomitridae","Obelus despreauxii",,"Obelus","despreauxii",,"(d´Orbigny, 1839)",2018-09-17,2018,"HumanObservation",,,"estimate count",27.870492,-15.390281,25,"Montaña de Arinaga eastern slope","Agüimes","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"(sub)fossil","Animalia","checklist_snails_grancanaria:taxon:ed3ab7a319b4d7b1b35602ef8df42349","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
136,"WL:SNAIL:GC:OCC:00135","Geomitridae","Obelus despreauxii",,"Obelus","despreauxii",,"(d´Orbigny, 1839)",2018-09-17,2018,"HumanObservation",,,"estimate count",27.870492,-15.390281,25,"Montaña de Arinaga eastern slope","Agüimes","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","Animalia","checklist_snails_grancanaria:taxon:ed3ab7a319b4d7b1b35602ef8df42349","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
137,"WL:SNAIL:GC:OCC:00136","Geomitridae","Obelus despreauxii",,"Obelus","despreauxii",,"(d´Orbigny, 1839)",2018-09-17,2018,"HumanObservation","adult",1,"exact count",27.870492,-15.390281,25,"Montaña de Arinaga eastern slope","Agüimes","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"alive","Animalia","checklist_snails_grancanaria:taxon:ed3ab7a319b4d7b1b35602ef8df42349","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
138,"WL:SNAIL:GC:OCC:00137","Helicidae","Theba arinagae",,"Theba","arinagae",,"E. Gittenberger & Ripken, 1987",2018-09-17,2018,"HumanObservation","adult",24,"exact count",27.87179,-15.391144,25,"Montaña de Arinaga northeastern slope","Agüimes","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","Animalia","checklist_snails_grancanaria:taxon:785256b503bd45c851e47a57a4a520ec","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
139,"WL:SNAIL:GC:OCC:00138","Helicidae","Theba arinagae",,"Theba","arinagae",,"E. Gittenberger & Ripken, 1987",2018-09-17,2018,"HumanObservation","juvenile",4,"exact count",27.87179,-15.391144,25,"Montaña de Arinaga northeastern slope","Agüimes","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","Animalia","checklist_snails_grancanaria:taxon:785256b503bd45c851e47a57a4a520ec","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
140,"WL:SNAIL:GC:OCC:00139","Helicidae","Theba arinagae",,"Theba","arinagae",,"E. Gittenberger & Ripken, 1987",2018-09-17,2018,"HumanObservation","juvenile",1,"exact count",27.871762,-15.396098,25,"Montaña de Arinaga northwestern slope","Agüimes","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"alive","Animalia","checklist_snails_grancanaria:taxon:785256b503bd45c851e47a57a4a520ec","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
141,"WL:SNAIL:GC:OCC:00140","Geomitridae","Xerotricha aff. orbignii","aff.","Xerotricha","aff. orbignii",,,2018-09-18,2018,"HumanObservation","juvenile",1,"exact count",28.100607,-15.584695,25,"Los Tilos de Moya location 1","Moya","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","Animalia","checklist_snails_grancanaria:taxon:bae53a0a05e4213ab11b430ec853d924","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
142,"WL:SNAIL:GC:OCC:00141","Geomitridae","Monilearia spec.",,"Monilearia",,,,2018-09-18,2018,"HumanObservation","adult",5,"exact count",28.100607,-15.584695,25,"Los Tilos de Moya location 1","Moya","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","shell somewhat smaller and more diamond shaped than M. cf. praeposita, very variable in shell height; possibly the species referred to by Mousson (1872) and Wollaston (1878) as M. persimilis and by Odhner (1931) as M. phalerata, but could also belong to M. praeposita (Mousson, 1872) (Theo ripken, personal comment)","empty shell","Animalia","checklist_snails_grancanaria:taxon:2e0980092d64f0feed6da6ab769d248c","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","genus","ICZN"
143,"WL:SNAIL:GC:OCC:00142","Geomitridae","Monilearia spec.",,"Monilearia",,,,2018-09-18,2018,"HumanObservation","juvenile",3,"exact count",28.100607,-15.584695,25,"Los Tilos de Moya location 1","Moya","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","shell somewhat smaller and more diamond shaped than M. cf. praeposita, very variable in shell height; possibly the species referred to by Mousson (1872) and Wollaston (1878) as M. persimilis and by Odhner (1931) as M. phalerata, but could also belong to M. praeposita (Mousson, 1872) (Theo ripken, personal comment)","empty shell","Animalia","checklist_snails_grancanaria:taxon:2e0980092d64f0feed6da6ab769d248c","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","genus","ICZN"
